Account,Instrument,Open time,Open price,Open volume,Close time,Close price,Close volume,Price PnL,Profit (ticks),PnL,Comment
TPT4918958,MNQM5@CME,28.04.2025 16:40:03,19518.25,-1,28.04.2025 16:40:14,19528.75,1,-10.5,-42,-21.0,
TPT4918958,MNQM5@CME,28.04.2025 16:40:47,19518.25,-1,28.04.2025 16:40:57,19517.5,1,0.75,3,1.5,
TPT4918958,MNQM5@CME,28.04.2025 16:41:05,19507.25,-1,28.04.2025 16:41:45,19484.0,1,23.25,93,46.5,
TPT4918958,MNQM5@CME,28.04.2025 16:43:29,19518.75,-1,28.04.2025 16:51:38,19507.75,1,11.0,44,22.0,
TPT4918958,MNQM5@CME,28.04.2025 16:50:50,19511.75,-1,28.04.2025 16:51:38,19508.0,1,3.75,15,7.5,
TPT4918958,MNQM5@CME,28.04.2025 16:53:35,19486.0,-1,28.04.2025 16:55:27,19500.75,1,-14.75,-59,-29.5,
TPT4918958,MNQM5@CME,28.04.2025 16:55:28,19500.0,-1,28.04.2025 16:55:35,19496.25,1,3.75,15,7.5,
TPT4918958,MNQM5@CME,28.04.2025 16:55:44,19496.0,-1,28.04.2025 16:55:53,19494.75,1,1.25,5,2.5,
TPT4918958,MNQM5@CME,28.04.2025 16:56:03,19488.75,-1,28.04.2025 16:56:37,19482.5,1,6.25,25,12.5,
TPT4918958,MNQM5@CME,28.04.2025 16:56:14,19480.75,-1,28.04.2025 16:56:37,19482.5,1,-1.75,-7,-3.5,
TPT4918958,MNQM5@CME,28.04.2025 16:56:44,19479.75,-1,28.04.2025 16:56:47,19479.75,1,0.0,0,0.0,
TPT4918958,MNQM5@CME,28.04.2025 16:56:55,19487.5,-1,28.04.2025 16:57:37,19475.5,1,12.0,48,24.0,
TPT4918958,MNQM5@CME,28.04.2025 16:57:57,19483.25,1,28.04.2025 16:58:07,19488.25,-1,5.0,20,10.0,
TPT4918958,MNQM5@CME,28.04.2025 16:58:12,19484.25,-1,28.04.2025 16:58:16,19470.5,1,13.75,55,27.5,
TPT4918958,MNQM5@CME,28.04.2025 16:58:23,19467.5,-1,28.04.2025 16:58:51,19465.25,1,2.25,9,4.5,
TPT4918958,MNQM5@CME,28.04.2025 16:59:06,19464.25,-1,28.04.2025 16:59:54,19473.0,1,-8.75,-35,-17.5,
TPT4918958,MNQM5@CME,28.04.2025 16:59:28,19476.0,-1,28.04.2025 16:59:54,19473.0,1,3.0,12,6.0,
TPT4918958,MNQM5@CME,28.04.2025 16:59:33,19481.0,-1,28.04.2025 16:59:54,19473.25,1,7.75,31,15.5,
TPT4918958,MNQM5@CME,28.04.2025 17:08:24,19446.0,-1,28.04.2025 17:08:31,19436.75,1,9.25,37,18.5,
TPT4918958,MNQM5@CME,28.04.2025 17:08:33,19434.25,-1,28.04.2025 17:08:56,19433.5,1,0.75,3,1.5,
TPT4918958,MNQM5@CME,28.04.2025 17:09:10,19428.75,-1,28.04.2025 17:10:57,19407.0,1,21.75,87,43.5,
TPT4918958,MNQM5@CME,28.04.2025 17:09:18,19417.25,-1,28.04.2025 17:10:57,19407.0,1,10.25,41,20.5,
TPT4918958,MNQM5@CME,28.04.2025 17:10:09,19430.75,-1,28.04.2025 17:10:57,19407.0,1,23.75,95,47.5,
TPT4918958,MNQM5@CME,28.04.2025 18:50:17,19343.75,-1,28.04.2025 18:50:41,19342.75,1,1.0,4,2.0,
TPT4918958,MNQM5@CME,28.04.2025 18:55:56,19304.75,-1,28.04.2025 18:56:03,19296.0,1,8.75,35,17.5,
TPT4918958,MNQM5@CME,28.04.2025 19:09:09,19307.25,-1,28.04.2025 19:09:15,19303.75,1,3.5,14,7.0,
TPT4918958,NQM5@CME,28.04.2025 19:11:16,19286.25,-1,28.04.2025 19:11:33,19286.25,1,0.0,0,0.0,
TPT4918958,NQM5@CME,28.04.2025 19:11:16,19286.0,-1,28.04.2025 19:11:33,19286.25,1,-0.25,-1,-5.0,
TPT4918958,NQM5@CME,28.04.2025 19:12:59,19288.25,-1,28.04.2025 19:13:21,19303.0,1,-14.75,-59,-295.0,
TPT4918958,NQM5@CME,28.04.2025 19:12:59,19288.25,-1,28.04.2025 19:13:21,19303.25,1,-15.0,-60,-300.0,
TPT4918958,NQM5@CME,28.04.2025 19:14:18,19281.5,-2,28.04.2025 19:15:02,19278.5,2,3.0,12,120.0,
TPT4918958,NQM5@CME,28.04.2025 19:15:10,19275.0,-2,28.04.2025 19:15:24,19265.25,2,9.75,39,390.0,
TPT4918958,NQM5@CME,28.04.2025 19:15:27,19273.0,-2,28.04.2025 19:15:51,19288.0,2,-15.0,-60,-600.0,
TPT4918958,NQM5@CME,28.04.2025 19:16:36,19297.75,-1,28.04.2025 19:16:51,19290.0,1,7.75,31,155.0,
TPT4918958,NQM5@CME,28.04.2025 19:16:36,19297.5,-1,28.04.2025 19:16:51,19290.0,1,7.5,30,150.0,
TPT4918958,NQM5@CME,28.04.2025 19:22:07,19288.5,-1,28.04.2025 19:22:46,19287.5,1,1.0,4,20.0,
TPT4918958,NQM5@CME,28.04.2025 19:22:07,19288.25,-1,28.04.2025 19:22:46,19287.5,1,0.75,3,15.0,
TPT4918958,NQM5@CME,28.04.2025 19:23:24,19282.75,-2,28.04.2025 19:24:00,19292.0,2,-9.25,-37,-370.0,
TPT4918958,NQM5@CME,28.04.2025 19:28:52,19284.25,-1,28.04.2025 19:29:35,19280.25,1,4.0,16,80.0,
TPT4918958,NQM5@CME,28.04.2025 19:28:52,19284.0,-1,28.04.2025 19:29:35,19280.5,1,3.5,14,70.0,
TPT4918958,NQM5@CME,28.04.2025 19:31:37,19277.75,-1,28.04.2025 19:32:05,19271.25,1,6.5,26,130.0,
TPT4918958,NQM5@CME,28.04.2025 19:31:37,19277.5,-1,28.04.2025 19:32:05,19271.5,1,6.0,24,120.0,
TPT4918958,NQM5@CME,28.04.2025 19:32:26,19272.25,-1,28.04.2025 19:32:45,19271.5,1,0.75,3,15.0,
TPT4918958,NQM5@CME,28.04.2025 19:32:26,19272.0,-1,28.04.2025 19:32:45,19271.5,1,0.5,2,10.0,
TPT4918958,NQM5@CME,28.04.2025 19:33:50,19273.25,-1,28.04.2025 19:34:15,19272.75,1,0.5,2,10.0,
TPT4918958,NQM5@CME,28.04.2025 19:33:50,19273.25,-1,28.04.2025 19:34:15,19273.0,1,0.25,1,5.0,
TPT4918958,NQM5@CME,28.04.2025 19:34:59,19283.0,-2,28.04.2025 19:35:03,19286.75,2,-3.75,-15,-150.0,
TPT4918958,NQM5@CME,28.04.2025 19:35:14,19284.0,1,28.04.2025 19:35:20,19284.0,-1,0.0,0,0.0,
TPT4918958,NQM5@CME,28.04.2025 19:35:14,19284.25,1,28.04.2025 19:35:20,19284.0,-1,-0.25,-1,-5.0,
TPT4918958,NQM5@CME,28.04.2025 19:35:33,19279.0,1,28.04.2025 19:35:50,19281.25,-1,2.25,9,45.0,
TPT4918958,NQM5@CME,28.04.2025 19:35:33,19279.25,1,28.04.2025 19:35:50,19281.25,-1,2.0,8,40.0,
TPT4918958,NQM5@CME,28.04.2025 19:35:53,19278.5,2,28.04.2025 19:36:45,19281.0,-2,2.5,10,100.0,
TPT4918958,NQM5@CME,28.04.2025 19:37:26,19279.25,1,28.04.2025 19:37:30,19280.0,-1,0.75,3,15.0,
TPT4918958,NQM5@CME,28.04.2025 19:37:26,19279.5,1,28.04.2025 19:37:30,19280.0,-1,0.5,2,10.0,
TPT4918958,NQM5@CME,28.04.2025 19:38:23,19293.75,1,28.04.2025 19:38:33,19294.5,-1,0.75,3,15.0,
TPT4918958,NQM5@CME,28.04.2025 19:38:23,19294.0,1,28.04.2025 19:38:33,19294.25,-1,0.25,1,5.0,
TPT4918958,NQM5@CME,28.04.2025 19:39:35,19304.75,2,28.04.2025 19:39:53,19305.0,-2,0.25,1,10.0,
TPT4918958,NQM5@CME,28.04.2025 19:40:01,19306.5,2,28.04.2025 19:40:09,19305.25,-2,-1.25,-5,-50.0,
TPT4918958,NQM5@CME,28.04.2025 19:40:17,19308.0,1,28.04.2025 19:40:31,19309.75,-1,1.75,7,35.0,
TPT4918958,NQM5@CME,28.04.2025 19:40:17,19308.25,1,28.04.2025 19:40:31,19309.75,-1,1.5,6,30.0,
TPT4918958,NQM5@CME,28.04.2025 19:40:53,19311.5,2,28.04.2025 19:41:23,19314.5,-2,3.0,12,120.0,
TPT4918958,NQM5@CME,28.04.2025 19:42:18,19314.5,-1,28.04.2025 19:43:34,19307.0,1,7.5,30,150.0,
TPT4918958,NQM5@CME,28.04.2025 19:42:18,19314.0,-1,28.04.2025 19:43:34,19307.0,1,7.0,28,140.0,
TPT4918958,NQM5@CME,28.04.2025 19:47:42,19338.25,2,28.04.2025 19:48:10,19339.0,-2,0.75,3,30.0,
TPT4918958,NQM5@CME,28.04.2025 19:50:51,19345.5,2,28.04.2025 19:52:51,19346.5,-2,1.0,4,40.0,
TPT4918958,NQM5@CME,28.04.2025 20:03:44,19368.25,2,28.04.2025 20:05:09,19369.5,-2,1.25,5,50.0,
TPT4918958,NQM5@CME,28.04.2025 20:05:42,19376.75,-1,28.04.2025 20:06:02,19374.0,1,2.75,11,55.0,
TPT4918958,NQM5@CME,28.04.2025 20:05:42,19376.75,-1,28.04.2025 20:06:02,19374.25,1,2.5,10,50.0,
TPT4918958,NQM5@CME,28.04.2025 20:07:10,19376.25,-1,28.04.2025 20:07:15,19375.75,1,0.5,2,10.0,
TPT4918958,NQM5@CME,28.04.2025 20:07:10,19376.25,-1,28.04.2025 20:07:15,19376.0,1,0.25,1,5.0,
TPT4918958,NQM5@CME,28.04.2025 20:08:29,19384.5,1,28.04.2025 20:09:25,19370.5,-1,-14.0,-56,-280.0,
TPT4918958,NQM5@CME,28.04.2025 20:08:29,19384.75,1,28.04.2025 20:09:25,19370.25,-1,-14.5,-58,-290.0,
TPT4918958,NQM5@CME,28.04.2025 20:09:37,19373.0,2,28.04.2025 20:10:32,19359.0,-2,-14.0,-56,-560.0,
TPT4918958,NQM5@CME,28.04.2025 20:10:52,19362.25,-1,28.04.2025 20:12:01,19376.0,1,-13.75,-55,-275.0,
TPT4918958,NQM5@CME,28.04.2025 20:10:52,19362.0,-1,28.04.2025 20:12:01,19376.0,1,-14.0,-56,-280.0,
TPT4918958,NQM5@CME,28.04.2025 20:12:13,19375.25,2,28.04.2025 20:16:13,19376.25,-2,1.0,4,40.0,
TPT4918958,NQM5@CME,28.04.2025 20:16:21,19374.75,1,28.04.2025 20:18:55,19376.0,-1,1.25,5,25.0,
TPT4918958,NQM5@CME,28.04.2025 20:16:21,19374.75,1,28.04.2025 20:18:55,19375.75,-1,1.0,4,20.0,
TPT4918958,NQM5@CME,28.04.2025 20:52:36,19435.75,1,28.04.2025 20:53:10,19431.25,-1,-4.5,-18,-90.0,
TPT4918958,NQM5@CME,28.04.2025 20:52:36,19436.0,1,28.04.2025 20:53:10,19431.25,-1,-4.75,-19,-95.0,
TPT4918958,NQM5@CME,28.04.2025 20:53:08,19431.5,1,28.04.2025 20:54:35,19436.75,-1,5.25,21,105.0,
TPT4918958,NQM5@CME,28.04.2025 20:53:08,19431.75,1,28.04.2025 20:54:35,19436.75,-1,5.0,20,100.0,
TPT4918958,NQM5@CME,28.04.2025 20:53:32,19422.0,1,28.04.2025 20:54:35,19436.75,-1,14.75,59,295.0,
TPT4918958,NQM5@CME,28.04.2025 20:53:32,19422.0,1,28.04.2025 20:54:35,19436.5,-1,14.5,58,290.0,
TPT4918958,NQM5@CME,28.04.2025 20:54:40,19433.5,1,28.04.2025 20:59:47,19431.75,-1,-1.75,-7,-35.0,
TPT4918958,NQM5@CME,28.04.2025 20:54:40,19433.5,1,28.04.2025 20:59:47,19431.5,-1,-2.0,-8,-40.0,
TPT4918958,NQM5@CME,28.04.2025 20:54:52,19435.5,2,28.04.2025 20:59:47,19431.5,-2,-4.0,-16,-160.0,
TPT4918958,NQM5@CME,28.04.2025 20:55:46,19424.75,2,28.04.2025 20:59:47,19431.5,-2,6.75,27,270.0,
TPT4918958,NQM5@CME,28.04.2025 21:00:32,19436.75,2,28.04.2025 21:03:03,19454.25,-2,17.5,70,700.0,
TPT4918958,NQM5@CME,28.04.2025 21:00:56,19427.75,1,28.04.2025 21:03:03,19454.25,-1,26.5,106,530.0,
TPT4918958,NQM5@CME,28.04.2025 21:00:56,19427.75,1,28.04.2025 21:03:03,19454.0,-1,26.25,105,525.0,
TPT4918958,NQM5@CME,28.04.2025 21:01:16,19440.25,2,28.04.2025 21:03:03,19454.0,-2,13.75,55,550.0,
TPT4918958,NQM5@CME,28.04.2025 21:05:41,19457.0,2,28.04.2025 21:05:48,19459.0,-2,2.0,8,80.0,
TPT4918958,NQM5@CME,28.04.2025 21:06:14,19463.75,2,28.04.2025 21:06:29,19464.5,-2,0.75,3,30.0,
TPT4918958,NQM5@CME,28.04.2025 21:06:43,19458.0,1,28.04.2025 21:06:47,19462.5,-1,4.5,18,90.0,
TPT4918958,NQM5@CME,28.04.2025 21:06:43,19458.25,1,28.04.2025 21:06:47,19462.25,-1,4.0,16,80.0,
TPT4918958,NQM5@CME,28.04.2025 21:07:36,19468.5,1,28.04.2025 21:07:40,19469.25,-1,0.75,3,15.0,
TPT4918958,NQM5@CME,28.04.2025 21:07:36,19468.75,1,28.04.2025 21:07:40,19469.25,-1,0.5,2,10.0,
TPT4918958,NQM5@CME,28.04.2025 21:07:49,19465.25,2,28.04.2025 21:08:12,19465.5,-2,0.25,1,10.0,
TPT4918958,NQM5@CME,28.04.2025 21:08:34,19468.75,1,28.04.2025 21:08:43,19472.0,-1,3.25,13,65.0,
TPT4918958,NQM5@CME,28.04.2025 21:08:34,19469.0,1,28.04.2025 21:08:43,19472.0,-1,3.0,12,60.0,
TPT4918958,MNQM5@CME,29.04.2025 15:59:43,19501.75,2,29.04.2025 16:00:01,19485.0,-2,-16.75,-67,-67.0,
TPT4918958,MNQM5@CME,29.04.2025 16:01:06,19498.5,2,29.04.2025 16:01:24,19498.75,-2,0.25,1,1.0,
TPT4918958,MNQM5@CME,29.04.2025 16:01:37,19516.0,2,29.04.2025 16:01:49,19521.75,-2,5.75,23,23.0,
TPT4918958,MNQM5@CME,29.04.2025 16:01:57,19528.0,2,29.04.2025 16:02:39,19535.25,-2,7.25,29,29.0,
TPT4918958,MNQM5@CME,29.04.2025 16:02:08,19516.75,2,29.04.2025 16:02:39,19535.25,-2,18.5,74,74.0,
TPT4918958,NQM5@CME,29.04.2025 16:02:55,19536.75,-1,29.04.2025 16:03:03,19535.25,1,1.5,6,30.0,
TPT4918958,NQM5@CME,29.04.2025 16:02:55,19536.5,-1,29.04.2025 16:03:03,19535.25,1,1.25,5,25.0,
TPT4918958,NQM5@CME,29.04.2025 16:03:33,19534.0,-2,29.04.2025 16:03:44,19533.25,2,0.75,3,30.0,
TPT4918958,NQM5@CME,29.04.2025 16:04:07,19545.25,1,29.04.2025 16:05:03,19540.0,-1,-5.25,-21,-105.0,
TPT4918958,NQM5@CME,29.04.2025 16:04:07,19545.25,1,29.04.2025 16:05:03,19539.75,-1,-5.5,-22,-110.0,
TPT4918958,NQM5@CME,29.04.2025 16:04:40,19533.0,2,29.04.2025 16:05:03,19539.5,-2,6.5,26,260.0,
TPT4918958,NQM5@CME,29.04.2025 16:05:10,19546.0,1,29.04.2025 16:05:21,19560.5,-1,14.5,58,290.0,
TPT4918958,NQM5@CME,29.04.2025 16:05:10,19546.25,1,29.04.2025 16:05:21,19560.5,-1,14.25,57,285.0,
TPT4918958,NQM5@CME,29.04.2025 16:05:12,19546.5,1,29.04.2025 16:05:21,19560.5,-1,14.0,56,280.0,
TPT4918958,NQM5@CME,29.04.2025 16:05:12,19546.5,1,29.04.2025 16:05:21,19560.5,-1,14.0,56,280.0,
TPT4918958,NQM5@CME,29.04.2025 16:05:24,19570.75,2,29.04.2025 16:05:26,19571.25,-2,0.5,2,20.0,
TPT4918958,NQM5@CME,29.04.2025 16:05:30,19574.25,1,29.04.2025 16:05:34,19575.25,-1,1.0,4,20.0,
TPT4918958,NQM5@CME,29.04.2025 16:05:30,19574.5,1,29.04.2025 16:05:34,19575.25,-1,0.75,3,15.0,
TPT4918958,NQM5@CME,29.04.2025 16:05:35,19578.5,2,29.04.2025 16:05:40,19579.25,-2,0.75,3,30.0,
TPT4918958,NQM5@CME,29.04.2025 16:06:04,19576.0,2,29.04.2025 16:06:14,19577.0,-2,1.0,4,40.0,
TPT4918958,NQM5@CME,29.04.2025 16:06:20,19586.5,2,29.04.2025 16:06:42,19594.5,-2,8.0,32,320.0,
TPT4918958,NQM5@CME,29.04.2025 16:07:08,19589.5,1,29.04.2025 16:07:51,19591.75,-1,2.25,9,45.0,
TPT4918958,NQM5@CME,29.04.2025 16:07:08,19589.75,1,29.04.2025 16:07:51,19591.75,-1,2.0,8,40.0,
TPT4918958,NQM5@CME,29.04.2025 16:07:16,19594.5,1,29.04.2025 16:07:51,19591.5,-1,-3.0,-12,-60.0,
TPT4918958,NQM5@CME,29.04.2025 16:07:16,19594.75,1,29.04.2025 16:07:51,19591.5,-1,-3.25,-13,-65.0,
TPT4918958,NQM5@CME,29.04.2025 16:07:26,19581.25,2,29.04.2025 16:07:51,19591.5,-2,10.25,41,410.0,
TPT4918958,NQM5@CME,30.04.2025 16:53:31,19337.25,2,30.04.2025 16:54:10,19344.0,-2,6.75,27,270.0,
TPT4918958,NQM5@CME,30.04.2025 16:54:13,19338.5,1,30.04.2025 16:54:24,19337.25,-1,-1.25,-5,-25.0,
TPT4918958,NQM5@CME,30.04.2025 16:54:13,19338.75,1,30.04.2025 16:54:24,19337.0,-1,-1.75,-7,-35.0,
TPT4918958,NQM5@CME,30.04.2025 16:55:45,19320.5,-1,30.04.2025 16:56:49,19309.25,1,11.25,45,225.0,
TPT4918958,NQM5@CME,30.04.2025 16:55:45,19320.25,-1,30.04.2025 16:56:49,19309.25,1,11.0,44,220.0,
TPT4918958,NQM5@CME,30.04.2025 16:56:58,19312.75,-2,30.04.2025 16:57:09,19327.75,2,-15.0,-60,-600.0,
TPT4918958,NQM5@CME,30.04.2025 16:57:09,19322.75,-2,30.04.2025 16:57:11,19325.25,2,-2.5,-10,-100.0,
TPT4918958,NQM5@CME,30.04.2025 16:57:47,19346.0,-1,30.04.2025 16:58:01,19344.0,1,2.0,8,40.0,
TPT4918958,NQM5@CME,30.04.2025 16:57:47,19345.75,-1,30.04.2025 16:58:01,19344.0,1,1.75,7,35.0,
TPT4918958,NQM5@CME,30.04.2025 16:59:08,19349.75,2,30.04.2025 16:59:47,19335.5,-2,-14.25,-57,-570.0,
TPT4918958,NQM5@CME,30.04.2025 17:00:02,19333.75,-2,30.04.2025 17:00:30,19348.75,2,-15.0,-60,-600.0,
TPT4918958,NQM5@CME,30.04.2025 17:00:46,19354.0,-1,30.04.2025 17:00:59,19376.5,1,-22.5,-90,-450.0,
TPT4918958,NQM5@CME,30.04.2025 17:00:46,19353.75,-1,30.04.2025 17:00:59,19376.75,1,-23.0,-92,-460.0,
TPT4918958,NQM5@CME,30.04.2025 17:01:07,19358.75,1,30.04.2025 17:01:31,19360.75,-1,2.0,8,40.0,
TPT4918958,NQM5@CME,30.04.2025 17:01:07,19359.0,1,30.04.2025 17:01:31,19360.75,-1,1.75,7,35.0,
TPT4918958,NQM5@CME,30.04.2025 17:01:43,19363.0,2,30.04.2025 17:01:50,19362.75,-2,-0.25,-1,-10.0,
TPT4918958,NQM5@CME,30.04.2025 17:01:52,19366.5,1,30.04.2025 17:02:15,19368.25,-1,1.75,7,35.0,
TPT4918958,NQM5@CME,30.04.2025 17:01:52,19366.75,1,30.04.2025 17:02:15,19368.25,-1,1.5,6,30.0,
TPT4918958,NQM5@CME,30.04.2025 17:03:05,19375.75,2,30.04.2025 17:03:10,19375.75,-2,0.0,0,0.0,
TPT4918958,NQM5@CME,30.04.2025 17:03:12,19380.75,1,30.04.2025 17:03:32,19360.75,-1,-20.0,-80,-400.0,
TPT4918958,NQM5@CME,30.04.2025 17:03:12,19381.0,1,30.04.2025 17:03:32,19360.75,-1,-20.25,-81,-405.0,
TPT4918958,NQM5@CME,30.04.2025 17:03:18,19370.0,2,30.04.2025 17:03:32,19360.75,-2,-9.25,-37,-370.0,
TPT4918958,NQM5@CME,30.04.2025 17:04:20,19361.0,-1,30.04.2025 17:04:22,19359.75,1,1.25,5,25.0,
TPT4918958,NQM5@CME,30.04.2025 17:05:01,19366.25,1,30.04.2025 17:05:05,19366.5,-1,0.25,1,5.0,
TPT4918958,NQM5@CME,30.04.2025 17:05:35,19363.5,1,30.04.2025 17:05:48,19363.25,-1,-0.25,-1,-5.0,
TPT4918958,NQM5@CME,30.04.2025 17:05:35,19363.75,1,30.04.2025 17:05:48,19363.25,-1,-0.5,-2,-10.0,
TPT4918958,NQM5@CME,30.04.2025 17:06:13,19359.25,1,30.04.2025 17:06:40,19361.5,-1,2.25,9,45.0,
TPT4918958,NQM5@CME,30.04.2025 17:06:13,19359.5,1,30.04.2025 17:06:40,19361.25,-1,1.75,7,35.0,
TPT4918958,NQM5@CME,30.04.2025 17:09:28,19388.0,1,30.04.2025 17:09:38,19391.5,-1,3.5,14,70.0,
TPT4918958,NQM5@CME,30.04.2025 17:09:28,19388.0,1,30.04.2025 17:09:38,19391.25,-1,3.25,13,65.0,
TPT4918958,NQM5@CME,30.04.2025 17:09:42,19394.75,2,30.04.2025 17:10:08,19392.5,-2,-2.25,-9,-90.0,
TPT4918958,NQM5@CME,30.04.2025 17:10:23,19385.0,1,30.04.2025 17:10:40,19385.75,-1,0.75,3,15.0,
TPT4918958,NQM5@CME,30.04.2025 17:10:23,19385.0,1,30.04.2025 17:10:40,19385.5,-1,0.5,2,10.0,
TPT4918958,NQM5@CME,30.04.2025 17:11:06,19393.25,1,30.04.2025 17:11:12,19397.5,-1,4.25,17,85.0,
TPT4918958,NQM5@CME,30.04.2025 17:11:06,19393.25,1,30.04.2025 17:11:12,19397.25,-1,4.0,16,80.0,
TPT4918958,NQM5@CME,30.04.2025 17:11:15,19397.25,1,30.04.2025 17:11:25,19397.5,-1,0.25,1,5.0,
TPT4918958,NQM5@CME,30.04.2025 17:11:15,19397.5,1,30.04.2025 17:11:25,19397.5,-1,0.0,0,0.0,
TPT4918958,NQM5@CME,30.04.2025 17:11:39,19391.25,1,30.04.2025 17:11:46,19386.25,-1,-5.0,-20,-100.0,
TPT4918958,NQM5@CME,30.04.2025 17:11:39,19391.5,1,30.04.2025 17:11:46,19386.25,-1,-5.25,-21,-105.0,
TPT4918958,NQM5@CME,30.04.2025 17:12:50,19400.0,1,30.04.2025 17:12:58,19400.75,-1,0.75,3,15.0,
TPT4918958,NQM5@CME,30.04.2025 17:12:50,19400.25,1,30.04.2025 17:12:58,19400.75,-1,0.5,2,10.0,
TPT4918958,NQM5@CME,30.04.2025 17:14:13,19397.25,1,30.04.2025 17:14:19,19396.75,-1,-0.5,-2,-10.0,
TPT4918958,NQM5@CME,30.04.2025 17:14:13,19397.25,1,30.04.2025 17:14:19,19396.5,-1,-0.75,-3,-15.0,
TPT4918958,NQM5@CME,30.04.2025 17:17:43,19410.0,1,30.04.2025 17:18:50,19409.25,-1,-0.75,-3,-15.0,
